licence_numbers,business_name,name_of_license,premise_address,trimmed_address,latitude,longitude
NE18406E000,J-MART JAPANESE FOOD MARKET,TANESEI RETAILING PTE. LTD.,"2 TAMPINES CENTRAL 5 #B1-06, CENTURY SQUARE S(529509)",2 TAMPINES CENTRAL 5 ,1.35236829566862,103.943812302253
NE18529J000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"681 PUNGGOL DRIVE #01-09,#01-11,#01-10, S(820681)",681 PUNGGOL DRIVE ,1.40278015725693,103.913215101343
NE18667L000,HAO MART,HAO MART PTE. LTD.,"658 PUNGGOL EAST #01-01, S(820658)",658 PUNGGOL EAST ,1.39991156763461,103.919353979151
NE19271N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"231 SUMANG LANE #01-02, S(820231)",231 SUMANG LANE ,1.40205998268188,103.892211658905
NW04014P000,-,COLD STORAGE SINGAPORE (1983) PTE LTD,"102 YISHUN AVENUE 5 #01-125, S(760102)",102 YISHUN AVENUE 5 ,1.42994185594478,103.827984686017
NW04127A000,-,NTUC FAIRPRICE CO-OPERATIVE LTD,"900 SOUTH WOODLANDS DRIVE #B1-01, WOODLANDS CIVIC CENTRE S(730900)",900 SOUTH WOODLANDS DRIVE ,1.43505698925938,103.787004308703
NW06239N000,-,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
NW06546V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"511 CANBERRA ROAD #02-03, SEMBAWANG MART S(750511)",511 CANBERRA ROAD ,1.45384518789713,103.819543348113
NW07277P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"355 SEMBAWANG WAY #01-01, S(750355)",355 SEMBAWANG WAY ,1.43284602064285,103.784550610477
NW07636K000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"406A SEMBAWANG DRIVE #01-02, MULTI STOREY CAR PARK S(751406)",406A SEMBAWANG DRIVE ,1.45273624315703,103.817249275768
NW07726J000,MM SUNDRY SHOP,MM SUNDRY SHOP PTE. LTD.,"27 WOODLANDS SECTOR 1 #01-70, WOODLANDS DORMITORY S(738252)",27 WOODLANDS SECTOR 1 ,1.45464655649548,103.804476731799
NW08020K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"70 WOODLANDS AVENUE 7 #01-05, ADMIRALTY MRT STATION S(738344)",70 WOODLANDS AVENUE 7 ,1.44058856161847,103.800990519771
NW08141P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32325040079253,103.767260053747
NW08314K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"930 YISHUN AVENUE 2 #B1-06/07, NORTHPOINT S(769098)",930 YISHUN AVENUE 2 ,1.42924414326245,103.836107231373
NW08385B000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"604 SEMBAWANG ROAD #B1-25, SEMBAWANG SHOPPING CENTRE S(758459)",604 SEMBAWANG ROAD ,1.44185307934021,103.824970378482
NW08477X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"36 HOLLAND DRIVE #01-03, S(270036)",36 HOLLAND DRIVE ,1.30922984207133,103.792660857646
NW09331A000,AJMAL TRADE MART,AJMAL TRADE MART PTE. LTD.,"23 MANDAI ESTATE #01-21, S(729937)",23 MANDAI ESTATE ,1.40631205409106,103.760561705557
NW09437C000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"468B ADMIRALTY DRIVE #01-29, S(752468)",468B ADMIRALTY DRIVE ,1.45000861656514,103.814110899773
NW10192C000,PHAN NEE TRADING,PHAN NEE TRADING LLP,"49 ADMIRALTY ROAD WEST, COCHRANE LODGE II S(757444)","49 ADMIRALTY ROAD WEST, COCHRANE LODGE II S(757444)",1.45040408597633,103.784706643694
NW11384E000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 WOODLANDS SQUARE #B1-31/32, CAUSEWAY POINT S(738099)",1 WOODLANDS SQUARE ,1.43600784474269,103.78568873405
NW11702X000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"200 WOODLANDS INDUSTRIAL PARK E7 #01-30, WOODLANDS RECREATION CENTRE S(757177) INTERIM RECREATION PARK",200 WOODLANDS INDUSTRIAL PARK E7 ,1.45074973335289,103.796846514064
NW11767E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"1 WOODLANDS ROAD #01-07, THE TENNERY S(677899)",1 WOODLANDS ROAD ,1.45010000958897,103.784100658514
NW12G73N000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"761 YISHUN STREET 72 #01-348, (#01-348-350-352 AND 354) S(760761) (#01-348-350-352 AND 354)",761 YISHUN STREET 72 ,1.42539842469037,103.833259035976
NW13005P000,BHANDARI INTERNATIONAL,BHANDARI INTERNATIONAL PTE. LTD.,"50 WOODLANDS INDUSTRIAL PARK E4 #01-02, WOODLANDS LODGE ONE S(757388)",50 WOODLANDS INDUSTRIAL PARK E4 ,1.45025875777465,103.794823954933
NW13J23J000,BISMILLAH MINIMART,BISMILLAH MINIMART PTE. LTD.,"32 MANDAI ESTATE #01-02, S(729939)",32 MANDAI ESTATE ,1.40754124403461,103.758128230666
NW13K05E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"570B WOODLANDS AVENUE 1 #01-06, S(732570)",570B WOODLANDS AVENUE 1 ,1.43106395485681,103.790454078756
NW14006E000,de esperto minimart,DE ESPERTO MINIMART PTE. LTD.,"190 WOODLANDS INDUSTRIAL PARK E7, S(757178)","190 WOODLANDS INDUSTRIAL PARK E7, S(757178)",1.45208365880504,103.792084389706
NW14040B000,FORTUNE SUPERMARKET,FORTUNE SUPERMARKET PTE. LTD.,"463 SEMBAWANG DRIVE #01-02, MULTI STOREY CAR PARK S(750463)",463 SEMBAWANG DRIVE ,1.45555388401849,103.81464932384
NW14561E000,7SEVEN,7SEVEN PTE. LTD.,"51 NORTH COAST AVENUE #01-03, NORTH COAST LODGE S(756992)",51 NORTH COAST AVENUE ,1.45605972919051,103.786436914993
NW15186C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"547 SEGAR ROAD #01-06, MULTI STOREY CAR PARK S(670547)",547 SEGAR ROAD ,1.3882402168269,103.76957538706
NW15220L000,FORTUNE SUPERMARKET,FORTUNE SUPERMARKET PTE. LTD.,"780 WOODLANDS CRESCENT #01-01, MULTI STOREY CAR PARK S(730780)",780 WOODLANDS CRESCENT ,1.44834155029683,103.801057143543
NW15264K000,RYAN'S GROCERY,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)","29 BINJAI PARK, BINJAI PARK S(589831)",1.33661378718238,103.786974822749
NW15295X000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33669726404395,103.783723416319
NW15489B000,AJMAL TRADING GROUP,AJMAL  TRADING GROUP PTE. LTD.,"2 WOODLANDS SECTOR 2 #01-05, WESTLITE WOODLANDS DORMITORY S(737723)",2 WOODLANDS SECTOR 2 ,1.46146455321872,103.809563052691
NW15751L000,ASHA MINIMART,ASHA MINIMART PTE. LTD.,"11 MANDAI ESTATE #01-15,#01-16, ELDIX S(729908)",11 MANDAI ESTATE ,1.40860253518183,103.759758955688
NW16388B000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"18 YISHUN AVENUE 9 #02-06/10, JUNCTION NINE S(768897)",18 YISHUN AVENUE 9 ,1.43306021695327,103.841649364872
NW16634L000,HAO MART,HAO MART PTE. LTD.,"205 PETIR ROAD #01-595, S(670205)",205 PETIR ROAD ,1.37343025396585,103.773924079454
NW16763X000,HAO MART,HAO MART PTE. LTD.,"505 CANBERRA LINK #01-01, MONTREAL SPRING S(750505)",505 CANBERRA LINK ,1.45026201889682,103.822534715231
NW17024A000,-,SUN TRG & CON PTE. LTD.,"280 WOODLANDS INDUSTRIAL PARK E5 #01-24, HARVEST @ WOODLANDS S(757322)",280 WOODLANDS INDUSTRIAL PARK E5 ,1.45132505713202,103.79109517658
NW17097K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"17 PETIR ROAD #B2-67, HILLION MALL S(678278)",17 PETIR ROAD ,1.37843100800213,103.762842789877
NW17212X000,U Stars Supermarket,U STARS PTE. LTD.,"507 YISHUN AVENUE 4 #01-09, S(760507)",507 YISHUN AVENUE 4 ,1.41517413065244,103.839827784744
NW17277E000,Maa Supermarket,MAA TRADING PTE. LTD.,"280 WOODLANDS INDUSTRIAL PARK E5 #01-47, HARVEST @ WOODLANDS S(757322)",280 WOODLANDS INDUSTRIAL PARK E5 ,1.45132505713202,103.79109517658
NW17310P000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"930 YISHUN AVENUE 2 #B1-05, NORTHPOINT SHOPPING CENTRE S(769098)",930 YISHUN AVENUE 2 ,1.42924414326245,103.836107231373
NW17421C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"446 FAJAR ROAD #01-01, S(670446)",446 FAJAR ROAD ,1.38400582466296,103.771029603101
NW17699N000,GREEN VENTURES,CUTECH GREEN VENTURES PTE. LTD.,"10 WOODLANDS INDUSTRIAL PARK E1, S(757733)","10 WOODLANDS INDUSTRIAL PARK E1, S(757733)",1.45334363120531,103.795682398584
NW17734V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"4 WOODLANDS STREET 12 #02-61, S(738623)",4 WOODLANDS STREET 12 ,1.43354318137534,103.77988189197
NW17872B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 NORTHPOINT DRIVE #B2-103,#B2-106,#B2-104,#B2-107,#B2-105, NORTHPOINT CITY S(768019)",1 NORTHPOINT DRIVE ,1.42875460572994,103.836324536111
NW17908L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"676 WOODLANDS DRIVE 71 #B1-02, S(730676)",676 WOODLANDS DRIVE 71 ,1.43986217628881,103.800726772886
NW17990N000,U Stars Supermarket,U STARS PTE. LTD.,"691 WOODLANDS DRIVE 73 #01-06, S(730691)",691 WOODLANDS DRIVE 73 ,1.44062992421831,103.806198056529
NW18021V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"105 CANBERRA STREET #02-05, S(750105)",105 CANBERRA STREET ,1.44885564679911,103.832409172149
NW18091N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"29A GHIM MOH LINK #01-01, S(271029)",29A GHIM MOH LINK ,1.30849288050575,103.784598100953
NW18192E000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"598 YISHUN RING ROAD #01-01, WISTERIA MALL S(768698)",598 YISHUN RING ROAD ,1.41798969122298,103.841317292608
NW18310J000,TASTY FARM,SONG FISH DEALER PTE LTD,"676 WOODLANDS DRIVE 71 #01-04, S(730676)",676 WOODLANDS DRIVE 71 ,1.43986217628881,103.800726772886
NW18478E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"675 YISHUN AVENUE 4 #01-10, S(760675)",675 YISHUN AVENUE 4 ,1.42006293748965,103.843561434577
NW18649C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"785E WOODLANDS RISE #01-01, S(735785)",785E WOODLANDS RISE ,1.44679259535344,103.80548353376
NW18778K000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"573 WOODLANDS DRIVE 16 #02-01, S(730573)",573 WOODLANDS DRIVE 16 ,1.43109807246887,103.798507621177
NW18A75V000,-,ANG MO SUPERMARKET PTE LTD,"260 ANG MO KIO STREET 21 #01-05, MULTI STOREY CAR PARK S(560260)",260 ANG MO KIO STREET 21 ,1.36891617080101,103.834499516963
NW18B29C000,ANG MO SUPERMARKET,ANG MO SUPERMARKET PTE LTD,"120 CANBERRA CRESCENT #01-10, MULTI STOREY CAR PARK S(750120)",120 CANBERRA CRESCENT ,1.4456745290189,103.831508132401
NW19066J000,RAJ AGRO TRADING,RAJ AGRO TRADING PTE. LTD.,"11 KRANJI CLOSE #01-17/18, S(737673)",11 KRANJI CLOSE ,1.42813508856242,103.753311327334
NW19111K000,AJMAL TRADING GROUP,AJMAL  TRADING GROUP PTE. LTD.,"11 KRANJI CLOSE #01-02/03, S(737673)",11 KRANJI CLOSE ,1.42813508856242,103.753311327334
NW19252J000,PRIME FOOD & GROCER,PRIME SUPERMARKET (1996) PTE LTD,"461 YISHUN AVENUE 6 #01-01,#01-02, MULTI STOREY CAR PARK S(760461)",461 YISHUN AVENUE 6 ,1.42841338853064,103.84997365333
NW19637C000,YEO EXPRESS,YEO WHOLESALE AND TRADING PTE. LTD.,"443C FAJAR ROAD #01-70, FAJAR HILLS S(673443)",443C FAJAR ROAD ,1.38057053056182,103.76973269177
S02021B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"510 BISHAN STREET 13 #01-520, S(570510)",510 BISHAN STREET 13 ,1.34888843900173,103.849691980373
S02023V000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"9 BISHAN PLACE #B1-20, JUNCTION 8 SHOPPING CENTRE S(579837)",9 BISHAN PLACE ,1.3501820033849,103.848515664081
S02024X000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"205 HOUGANG STREET 21 #01-133, HEARTLAND MALL- KOVAN (SUPERMARKET) S(530205)",205 HOUGANG STREET 21 ,1.35954177325561,103.885167372726
S02025P000,CHIN GUAN HIN MINIMART,LIM KING CHEW,"6 HOUGANG AVENUE 3 #01-82, S(530006)",6 HOUGANG AVENUE 3 ,1.36271446291047,103.893980503167
S02026N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"90 HOUGANG AVENUE 10 #B1-07, HOUGANG MALL S(538766)",90 HOUGANG AVENUE 10 ,1.37253315637342,103.893883460466
S02027L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"682 HOUGANG AVENUE 4 #01-310, S(530682)",682 HOUGANG AVENUE 4 ,1.37361830380888,103.885748856217
S02028K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"202 HOUGANG STREET 21 #01-00, S(530202)",202 HOUGANG STREET 21 ,1.35752772836952,103.884028949439
S02029J000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 HOUGANG STREET 91 #02-01, HOUGANG POINT S(538692)",1 HOUGANG STREET 91 ,1.37561464129476,103.879483534695
S02031V000,CHOP AH TAT MINI SUPERMARKET,TAN CHUAN BOON,"309 HOUGANG AVENUE 5 #01-293, S(530309)",309 HOUGANG AVENUE 5 ,1.36620554681345,103.895152424666
S02033P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"440 PASIR RIS DRIVE 4 #01-01, S(510440)",440 PASIR RIS DRIVE 4 ,1.36900809318444,103.958696603631
S02034N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 PASIR RIS CENTRAL STREET 3 #B1-10, S(518457)",1 PASIR RIS CENTRAL STREET 3 ,1.37228761596577,103.949733905672
S02036K000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"9 TAMPINES STREET 32 #01-30, S(529286)",9 TAMPINES STREET 32 ,1.35436493607477,103.960042189097
S02037J000,ONE SUPERMARKET,ONE SUPERMARKET PTE. LTD.,"201B TAMPINES STREET 21 #01-1091, S(522201)",201B TAMPINES STREET 21 ,1.35345315769813,103.953009918868
S02038E000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"829 TAMPINES STREET 81 #01-284/8, S(520829)",829 TAMPINES STREET 81 ,1.34922419580696,103.934912515373
S02039C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"4 TAMPINES CENTRAL 5 #B1-12, TAMPINES MALL S(529510)",4 TAMPINES CENTRAL 5 ,1.35250468330971,103.944682574769
S02040X000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"823 TAMPINES STREET 81 #01-160, S(520823)",823 TAMPINES STREET 81 ,1.3487449454775,103.934024716838
S02041P000,Prime Food & Grocer,PRIME SUPERMARKET (1996) PTE LTD,"2 TAMPINES CENTRAL 5 #B1-07, CENTURY SQUARE S(529509)",2 TAMPINES CENTRAL 5 ,1.35236829566862,103.943812302253
S02048B000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"739A BEDOK RESERVOIR ROAD #01-01, MULTI STOREY CAR PARK S(471739)",739A BEDOK RESERVOIR ROAD ,1.33824203227296,103.923303932165
S02049A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"745 BEDOK RESERVOIR ROAD #01-3015, S(470745)",745 BEDOK RESERVOIR ROAD ,1.33741910491466,103.921782969068
S02051L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"192 LORONG 4 TOA PAYOH #01-672, S(310192)",192 LORONG 4 TOA PAYOH ,1.33166814812852,103.850487239503
S02052K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"475 TAMPINES STREET 44 #01-145, S(520475)",475 TAMPINES STREET 44 ,1.36032331939995,103.953129640464
S02053J000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"107 TAMPINES STREET 11 #01-353/9, S(521107)",107 TAMPINES STREET 11 ,1.34836421842072,103.948158723814
S02054E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"11 RIVERVALE CRESCENT #03-01, RIVERVALE MALL S(545082)",11 RIVERVALE CRESCENT ,1.39250410994833,103.904483668323
S02055C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"118 RIVERVALE DRIVE #01-08, RIVERVALE PLAZA S(540118)",118 RIVERVALE DRIVE ,1.38550420775531,103.901988424927
S02056B000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"301 UPPER THOMSON ROAD #03-25, THOMSON PLAZA S(574408)",301 UPPER THOMSON ROAD ,1.35479436177561,103.830924910072
S02057A000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"181 LORONG 4 TOA PAYOH #01-602, S(310181)",181 LORONG 4 TOA PAYOH ,1.33361936151806,103.850978678264
S02058V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"200 UPPER THOMSON ROAD #B1-01, THOMSON IMPERIAL COURT S(574424)",200 UPPER THOMSON ROAD ,1.35184499157062,103.836053648292
S02059X000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"106 HOUGANG AVENUE 1 #01-1213, S(530106)",106 HOUGANG AVENUE 1 ,1.3537029714401,103.890680792553
S02103A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"500 LORONG 6 TOA PAYOH, HDB HUB S(310500)","500 LORONG 6 TOA PAYOH, HDB HUB S(310500)",1.33285542884681,103.847092284316
S02127E000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"108 PUNGGOL FIELD #01-02, S(820108)",108 PUNGGOL FIELD ,1.39649861628108,103.908866307025
S02151E000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"263 COMPASSVALE STREET #01-01, S(540263)",263 COMPASSVALE STREET ,1.39484816501403,103.896042267841
S02169J000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"525 ANG MO KIO AVENUE 10 #01-2401, S(560525)",525 ANG MO KIO AVENUE 10 ,1.37262666876272,103.853976743801
S02185J000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"982 BUANGKOK CRESCENT #01-01, S(530982)",982 BUANGKOK CRESCENT ,1.3808503546459,103.879309094304
S02204N000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"260 KIM KEAT AVENUE #01-01, S(310260)",260 KIM KEAT AVENUE ,1.331999623417,103.857378530285
S02210X000,GIANT EXPRESS,COLD STORAGE SINGAPORE (1983) PTE LTD,"631 BEDOK RESERVOIR ROAD #01-954, S(470631)",631 BEDOK RESERVOIR ROAD ,1.33295923556348,103.914941831232
S91085V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"110 LENGKONG TIGA #01-233/5, S(410110)",110 LENGKONG TIGA ,1.323653452481,103.910853623161
S93171X000,ang mo,ANG MO SUPERMARKET PTE LTD,"642 HOUGANG AVENUE 8 #01-197, S(530642)",642 HOUGANG AVENUE 8 ,1.37169878879803,103.879948293051
S94081C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"279 BISHAN STREET 24 #01-62/64, S(570279)",279 BISHAN STREET 24 ,1.35722283118337,103.843785252615
S97079B000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"4 LORONG 7 TOA PAYOH #01-107, S(310004)",4 LORONG 7 TOA PAYOH ,1.33904479783226,103.85554106336
S97166P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"21 HOUGANG STREET 51 #01-52, HOUGANG GREEN SHOPPING MALL S(538719)",21 HOUGANG STREET 51 ,1.37931783499145,103.88784708944
S98084K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"734 PASIR RIS STREET 72 #01-37, (PASIR RIS 734 NEW MARKET) S(510734)",734 PASIR RIS STREET 72 ,1.37969802061042,103.936270775161
SCE19004X000,MURUGAN TRADERS,MURUGAN TRADERS PTE. LTD.,"88 DESKER ROAD, S(209610)","88 DESKER ROAD, S(209610)",1.30495432049189,103.827627471536
SCE19007L000,HAO MART,HAO MART PTE. LTD.,"13 STAMFORD ROAD #B2-13,#B2-14,#B2-15,#B2-16,#B2-17,#B2-18,#B2-19,#B2-20,#B2-21, CAPITOL PIAZZA S(178905)",13 STAMFORD ROAD ,1.29307884763132,103.851261982149
SCE19016K000,The Iron Grocer,THE IRON GROCER PTE. LTD.,"225 LAVENDER STREET, (FIRST STOREY) S(338776) (FIRST STOREY)","225 LAVENDER STREET, (FIRST STOREY) S(338776) (FIRST STOREY)",1.31474015468409,103.859504689114
SCE19018E000,The Gourmet Pantry,"American Club, The","10 CLAYMORE HILL, AMERICAN CLUB S(229573)","10 CLAYMORE HILL, AMERICAN CLUB S(229573)",1.3076349219986,103.832038066833
SCE19020X000,Jasons Deli By Cold Storage,COLD STORAGE SINGAPORE (1983) PTE LTD,"2 ORCHARD TURN #B4-01, ION ORCHARD S(238801)",2 ORCHARD TURN ,1.30419142102398,103.831510144742
SCE20024E000,Ryan's Grocery,RYAN'S GROCERY (GWC) PTE. LTD.,"1 KIM SENG PROMENADE #B1-144,#B1-145, GREAT WORLD CITY S(237994)",1 KIM SENG PROMENADE ,1.29380235105066,103.831757911057
SCE20032E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"2 SERANGOON ROAD #B1-06,#B1-07,#B1-08,#B1-09, TEKKA PLACE S(218227)",2 SERANGOON ROAD ,1.30512222179237,103.851438822181
SCE20035A000,Mmmm!,WATER TIGER TRADING PTE. LTD.,"238 THOMSON ROAD #01-79/80, NOVENA SQUARE S(307683)",238 THOMSON ROAD ,1.32021100706836,103.843656761867
SCE20042B000,FORTUNE SUPERMARKET,FORTUNE SUPERMARKET PTE. LTD.,"233 LORONG 8 TOA PAYOH #01-260, TOA PAYOH EIGHT S(310233)",233 LORONG 8 TOA PAYOH ,1.33828365922679,103.858467966719
SCE20053X000,PANDANOW,DELIVERY HERO STORES (SINGAPORE) PTE. LTD.,"265/267 OUTRAM ROAD, (265/267 OUTRAM ROAD) S(169059) (PART-OF)","265/267 OUTRAM ROAD, (265/267 OUTRAM ROAD) S(169059) (PART-OF)",1.28140504772213,103.839130979249
SCE20058J000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"106 BIDADARI PARK DRIVE #01-06, S(340106)",106 BIDADARI PARK DRIVE ,1.33369947750043,103.870796085779
SCE20059E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"455 SENGKANG WEST AVENUE #01-16, S(790455)",455 SENGKANG WEST AVENUE ,1.39183688254074,103.871190376558
SCE20061X000,AIM,HAO MART PTE. LTD.,"90 BRAS BASAH ROAD #B1-13,#B1-13A,#B1-14,#B1-14A,#B1-15,#B1-15A,#B1-16,#B1-16A,#B1-17,#B1-17A, ESPLANADE MRT STATION S(189562)",90 BRAS BASAH ROAD ,1.29309408587041,103.855583933723
SCE20063N000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"12 ALEXANDRA VIEW #01-18, ARTRA S(158736)",12 ALEXANDRA VIEW ,1.29012765494819,103.816552347869
SCE20072L000,Big Harvest Supermarket,BIG HARVEST SUPERMARKET PTE. LTD.,"279 BALESTIER ROAD #01-06, BALESTIER POINT S(329727)",279 BALESTIER ROAD ,1.32281193728737,103.852026274201
SCE20083E000,BOOTLE'S,BOOTLE'S PTE. LTD.,"733 HAVELOCK ROAD #01-00, S(169651) (735 & 737)",733 HAVELOCK ROAD ,1.28933450823794,103.827590181043
SCE20090J000,CHOROK MARKET,CHOROK MARKET PTE. LTD.,"277 ORCHARD ROAD #B1-05, ORCHARD GATEWAY S(238858)",277 ORCHARD ROAD ,1.30048912114759,103.839325098352
SCE20097P000,FAMILY NEEDS,FAMILY NEEDS  CITYGATE PTE. LTD.,"371 BEACH ROAD #01-06,#01-07, CITY GATE S(199597)",371 BEACH ROAD ,1.30231590504573,103.862331661034
SCE20100P000,CHINESE INTERNATIONAL COMMODITY CITY,CHINESE INTERNATIONAL COMMODITY CITY PTE. LTD.,"1 PARK ROAD #04-63,#05-01, PEOPLE'S PARK COMPLEX S(059108)",1 PARK ROAD ,1.3708718379447,103.978312286363
SCE20103K000,Meidi-Ya Supermarket,MEIDI-YA SINGAPORE CO (PTE) LTD,"9 RAFFLES BOULEVARD #02-26/36, MILLENIA WALK S(039596)",9 RAFFLES BOULEVARD ,1.29296504146626,103.859343968909
SCE20105E000,Our Boss,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",19 SHELFORD ROAD ,1.32686143130016,103.812305598569
SCE20118X000,-,TAM KAH SHARK'S FIN PTE. LTD.,"28 JALAN KELULUT, SELETAR HILLS ESTATE S(809045)","28 JALAN KELULUT, SELETAR HILLS ESTATE S(809045)",1.38418664638334,103.871223957933
SCE20119P000,Green Olive Group,GREEN OLIVE GROUP PTE. LTD.,"1 PARK ROAD #02-70, PEOPLE'S PARK COMPLEX S(059108)",1 PARK ROAD ,1.3708718379447,103.978312286363
SCE21010K000,MB Supermart,MUOI MUOI TRADING,"3 ST. GEORGE'S ROAD #01-113, ST GEORGE'S WEST GARDENS S(320003)",3 ST. GEORGE'S ROAD ,1.3225873518737,103.861107276991
SCE21013C000,Atas Palate,ATAS PALATE PRIVATE LIMITED,"138 ROBINSON ROAD #03-10, OXLEY TOWER S(068906)",138 ROBINSON ROAD ,1.27870608494088,103.848418970551
SCE21019N000,JAPANHOLIC,JAPANHOLIC PTE. LTD.,"138 ROBINSON ROAD #02-36, OXLEY TOWER S(068906)",138 ROBINSON ROAD ,1.27870608494088,103.848418970551
