licence_numbers,business_name,name_of_license,premise_address,trimmed_address,latitude,longitude
SCE21023A000,MEATMAN,GROCER@EMPRESS PTE. LTD.,"17 JASMINE ROAD, ADELPHI PARK ESTATE S(576585) (1st Storey)","17 JASMINE ROAD, ADELPHI PARK ESTATE S(576585) (1st Storey)",1.35511675331775,103.830147972899
SCE21026P000,Maturo,MATURO PTE. LTD.,"371 BEACH ROAD #B1-17, CITY GATE S(199597)",371 BEACH ROAD ,1.30231590504573,103.862331661034
SCE21033X000,Sol Mart,SOL MART PTE. LTD.,"10 SINARAN DRIVE #03-06,#03-07,#03-08, SQUARE 2 S(307506)",10 SINARAN DRIVE ,1.32044103104797,103.844192628979
SCE21048C000,SANKRANTI FRESH,CALIBER ESSENTIALS PTE. LTD.,"80 SYED ALWI ROAD #01-01, S(207659)",80 SYED ALWI ROAD ,1.308907388657,103.856134843824
SCE21051N000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"3 TEMASEK BOULEVARD #02-380,#02-381,#02-382,#02-383,#02-384,#02-385,#02-386,#02-387,#02-379, SUNTEC CITY MALL S(038983)",3 TEMASEK BOULEVARD ,1.29571152468885,103.858552585838
SE04012L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"2 JOO CHIAT ROAD #01-1139, JOO CHIAT COMPLEX S(420002)",2 JOO CHIAT ROAD ,1.31553964446015,103.898764895693
SE04040C000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"1 UPPER ALJUNIED LANE #01-01, S(360001)",1 UPPER ALJUNIED LANE ,1.33429242412799,103.878746207181
SE04069A000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"209 NEW UPPER CHANGI ROAD #01-631, S(460209)",209 NEW UPPER CHANGI ROAD ,1.32463573076034,103.931068829397
SE04109X000,MCP FAIRMART,MCP FAIRMART PTE. LTD.,"89 BEDOK NORTH STREET 4 #01-107, S(460089)",89 BEDOK NORTH STREET 4 ,1.33233468349262,103.938051284737
SE04130B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"41 JALAN TIGA #01-05, S(390041)",41 JALAN TIGA ,1.30780796198663,103.884767622977
SE05117K000,FAIRPRICE,TEO BOBBY,"253 SERANGOON CENTRAL DRIVE #01-241, S(550253)",253 SERANGOON CENTRAL DRIVE ,1.35403939780038,103.870851534185
SE06112L000,HAO MART,HAO MART PTE. LTD.,"15 SIGLAP ROAD #01-01, MANDARIN GARDENS S(448912)",15 SIGLAP ROAD ,1.30706075671037,103.9237697621
SE06125B000,HAO MART,HAO MART PTE. LTD.,"54 BAYSHORE ROAD #01-07-08, BAYSHORE PARK S(469979)",54 BAYSHORE ROAD ,1.31179544227276,103.936894506125
SE06465L000,sing hiong market bakery,TAN PAK NANG,"387 UPPER ALJUNIED ROAD, S(367872)","387 UPPER ALJUNIED ROAD, S(367872)",1.33429242412799,103.878746207181
SE06616X000,Hoe Kee Huat Supermarket,LIN POH LING,"212 LORONG 8 TOA PAYOH #01-43/45, S(310212)",212 LORONG 8 TOA PAYOH ,1.34064293639026,103.85433449712
SE07216L000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"5 STADIUM WALK #B1-01, LEISURE PARK S(397693)",5 STADIUM WALK ,1.30222177381282,103.876152665088
SE07559P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"65 AIRPORT BOULEVARD #B2-10, CHANGI AIRPORT TERMINAL 3 S(819663)",65 AIRPORT BOULEVARD ,1.35640628728788,103.986211815854
SE09608P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"56 MARINE TERRACE #01-259, S(440056)",56 MARINE TERRACE ,1.30560569433107,103.91537607851
SE09706N000,-,NTUC FAIRPRICE CO-OPERATIVE LTD,"5 EUNOS CRESCENT #01-2619, S(400005)",5 EUNOS CRESCENT ,1.32119096792976,103.903554516253
SE10564B000,FAIRPRICE XTRA,NTUC FAIRPRICE CO-OPERATIVE LTD,"23 SERANGOON CENTRAL #03-42, NEX S(556083)",23 SERANGOON CENTRAL ,1.35064579494756,103.872590477492
SE10579K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"23 SERANGOON CENTRAL #B2-44/45, NEX S(556083)",23 SERANGOON CENTRAL ,1.35064579494756,103.872590477492
SE11071C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"89 BEDOK NORTH STREET 4 #01-77/79, S(460089)",89 BEDOK NORTH STREET 4 ,1.33233468349262,103.938051284737
SE11136C000,I-TEC SUPERMART,I-TEC SUPERMART PTE LTD,"498/500 GEYLANG ROAD, GREEN COURT S(389456)","498/500 GEYLANG ROAD, GREEN COURT S(389456)",1.313289737192,103.885153835516
SE11317V000,EN FROZEN,EN FROZEN PTE. LTD.,"1 GEYLANG SERAI #01-198, S(402001)",1 GEYLANG SERAI ,1.31667885583161,103.898102655979
SE11505P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"291 JOO CHIAT ROAD #01-01, S(427543)",291 JOO CHIAT ROAD ,1.3098709702541,103.902354993065
SE11577E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"612-620 GEYLANG ROAD, S(389551)","612-620 GEYLANG ROAD, S(389551)",1.32156657295526,103.871560444143
SE11799C000,ULTRAMART,CP MANAGEMENT SERVICES PRIVATE LIMITED,"80 TANAH MERAH COAST ROAD #01-02, CHANGI LODGE 2 S(498820)",80 TANAH MERAH COAST ROAD ,1.31701103185483,104.020572535797
SE11947P000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"5 CHANGI BUSINESS PARK CENTRAL 1 #B1-08/11, CHANGI CITY POINT S(486038)",5 CHANGI BUSINESS PARK CENTRAL 1 ,1.33408359331373,103.962946083391
SE11D22K000,Mmmm!,WATER TIGER INVESTMENTS PTE. LTD.,"5 CHANGI BUSINESS PARK CENTRAL 1 #B1-23, CHANGI CITY POINT S(486038)",5 CHANGI BUSINESS PARK CENTRAL 1 ,1.33408359331373,103.962946083391
SE12D97J000,New Zealand Fresh,NEW ZEALAND FRESH PTE. LTD.,"201 TELOK KURAU ROAD #01-05, S(423910)",201 TELOK KURAU ROAD ,1.31212247482399,103.911185983674
SE12F88V000,SARATHI STORE,SARATHI STORES PTE. LTD.,"91 UPPER PAYA LEBAR ROAD, S(534821)","91 UPPER PAYA LEBAR ROAD, S(534821)",1.33748492906751,103.887004163685
SE12G19X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"8 CHANGI BUSINESS PARK AVENUE 1, UE BIZHUB EAST S(486018) #01-51 & #02-51","8 CHANGI BUSINESS PARK AVENUE 1, UE BIZHUB EAST S(486018) ",1.33825748396958,103.967049678973
SE13135L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"311 NEW UPPER CHANGI ROAD #B2-60, BEDOK MALL S(467360)",311 NEW UPPER CHANGI ROAD ,1.32473632812103,103.929256259726
SE13S71X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"57 NEW UPPER CHANGI ROAD #01-1334, S(461057)",57 NEW UPPER CHANGI ROAD ,1.32424554153984,103.941568704132
SE13S89V000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"2 FIRST STREET #01-05-16, SIGLAP V S(458278)",2 FIRST STREET ,1.31275329709404,103.923657863473
SE13U91V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"30 EAST COAST ROAD #01-06-09, VILLAGE HOTEL KATONG S(428751)",30 EAST COAST ROAD ,1.30386120759163,103.902871405205
SE14377P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"430 UPPER CHANGI ROAD #01-47, EAST VILLAGE S(487048)",430 UPPER CHANGI ROAD ,1.3317758150305,103.946201241591
SE14441L000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"6 POTONG PASIR AVENUE 2 #01-03, POTONG PASIR COMMUNITY CLUB S(358361)",6 POTONG PASIR AVENUE 2 ,1.33258296864442,103.867139786368
SE14467N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 STADIUM PLACE #01-29, KALLANG WAVE MALL S(397628)",1 STADIUM PLACE ,1.30307515150401,103.873149707591
SE14775X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"3 SIMEI STREET 6 #05-01, EASTPOINT MALL S(528833)",3 SIMEI STREET 6 ,1.34269199750599,103.953050756306
SE14875L000,HAO MART,HAO MART PTE. LTD.,"11 TANJONG KATONG ROAD #B1-36, KINEX S(437157)",11 TANJONG KATONG ROAD ,1.31461849889242,103.894738004496
SE14965K000,Meat Collective,MEAT COLLECTIVE SINGAPORE PRIVATE LIMITED,"342 TANJONG KATONG ROAD, S(437112)","342 TANJONG KATONG ROAD, S(437112)",1.30373387351391,103.89649832916
SE14A83A000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"60 PAYA LEBAR ROAD #B1-01-05, PAYA LEBAR SQUARE S(409051)",60 PAYA LEBAR ROAD ,1.31881486980278,103.892580778242
SE14C27C000,Zac Butchery,COMMONWEALTH CONCEPTS PTE. LTD.,"1B FIGARO STREET, OPERA ESTATE S(458322)","1B FIGARO STREET, OPERA ESTATE S(458322)",1.31577965015377,103.925935676204
SE15043B000,FOODIE MARKET PLACE,FOODIE MARKET PLACE PTE. LTD.,"313 TANJONG KATONG ROAD, S(437096)","313 TANJONG KATONG ROAD, S(437096)",1.30608655778768,103.896150403005
SE15464L000,ABEDIN MINIMART,ABEDIN TRADING PTE. LTD.,"599 GEYLANG ROAD #01-01, S(389538)",599 GEYLANG ROAD ,1.31420608181449,103.88669948112
SE16233J000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"18B CIRCUIT ROAD #01-260, MACPHERSON RESIDENCY S(372018)",18B CIRCUIT ROAD ,1.32918105126141,103.888248441219
SE17082P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"18 TAI SENG STREET #B1-13, S(539775)",18 TAI SENG STREET ,1.33631557522577,103.888825620348
SE17345J000,JSJ MINIMART,JSJ CORPORATION PTE. LTD.,"31A TANAH MERAH COAST ROAD #01-01, S(498720)",31A TANAH MERAH COAST ROAD ,1.32187768746827,103.987506651389
SE17401C000,TIM'S FROZEN,"TANG KER AN, TIMOTHY","18 BEDOK SOUTH ROAD #01-67, S(460018)",18 BEDOK SOUTH ROAD ,1.32062504871279,103.934734222428
SE17481P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"10 EUNOS ROAD 8 #B1-104,#B1-103,#B1-102,#B1-105,#B1-101, SINGAPORE POST CENTRE S(408600)",10 EUNOS ROAD 8 ,1.31898220434607,103.894722842965
SE17500A000,HAO MART,HAO MART PTE. LTD.,"69 BEDOK SOUTH AVENUE 3 #01-484, S(460069)",69 BEDOK SOUTH AVENUE 3 ,1.31935026360524,103.943632360195
SE18184V000,HAO MART,HAO MART PTE. LTD.,"448/450 GEYLANG ROAD, S(389407)","448/450 GEYLANG ROAD, S(389407)",1.32156657295526,103.871560444143
SE18544L000,JMD RETAIL,JMD RETAIL PTE. LTD.,"330 TANJONG KATONG ROAD, S(437106)","330 TANJONG KATONG ROAD, S(437106)",1.30416447022908,103.896326993346
SE19104A000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"78 AIRPORT BOULEVARD #B2-206,#B2-205,#B2-207,#B2-208, S(819666)",78 AIRPORT BOULEVARD ,1.36023106736765,103.989457201894
SE19557P000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"10 PAYA LEBAR ROAD #B2-11, S(409057)",10 PAYA LEBAR ROAD ,1.31902706853881,103.894758505483
SE19562A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"10 PAYA LEBAR ROAD #B2-09, S(409057)",10 PAYA LEBAR ROAD ,1.31902706853881,103.894758505483
SNE19006A000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"602A TAMPINES AVENUE 9 #01-01, S(521602)",602A TAMPINES AVENUE 9 ,1.36113645824177,103.937425593435
SNE19019L000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"322 SUMANG WALK #01-07, MULTI STOREY CAR PARK S(820322)",322 SUMANG WALK ,1.41124703512714,103.897501361265
SNE20031P000,U Stars Supermarket,U STARS SUPERMARKET PTE. LTD.,"829 TAMPINES STREET 81 #01-272,#01-274,#01-276,#01-278, TAMPINES GROVE S(520829)",829 TAMPINES STREET 81 ,1.34922419580696,103.934912515373
SNE20033L000,DANISHA TRADING,DANISHA TRADING PTE. LTD.,"476 UPPER SERANGOON VIEW #02-14, HOUGANG CAPEVIEW S(530476)",476 UPPER SERANGOON VIEW ,1.37743337773735,103.903713550367
SNE20045C000,The Foodcellar,CLEMENTS FOODCELLAR PTE. LTD.,"39 LOWLAND ROAD, LOWLAND GARDEN S(547441)","39 LOWLAND ROAD, LOWLAND GARDEN S(547441)",1.36140252859334,103.883163889476
SNE20089B000,Our Boss,OURBOSS PTE. LTD.,"625 ELIAS ROAD #01-330, ELIAS MALL S(510625)",625 ELIAS ROAD ,1.37860239032585,103.941978177673
SNE20114L000,REDMAN BY PHOON HUAT,PHOON HUAT PTE. LTD.,"1 PASIR RIS CLOSE #01-101, E!HUB@DOWNTOWN EAST S(519599)",1 PASIR RIS CLOSE ,1.3766980678365,103.95514122442
SNE20115K000,PandaMart,DELIVERY HERO STORES (SINGAPORE) PTE. LTD.,"756 UPPER SERANGOON ROAD #01-09,#01-10,#01-11,#01-12,#01-13,#01-14, UPPER SERANGOON SHOPPING CENTRE S(534626)",756 UPPER SERANGOON ROAD ,1.35348082277147,103.878828134896
SNE20117E000,PandaMart,DELIVERY HERO STORES (SINGAPORE) PTE. LTD.,"500 NEW PUNGGOL ROAD #01-03,#01-04,#01-05, THE PUNGGOL SETTLEMENT S(828617)",500 NEW PUNGGOL ROAD ,1.42088392750942,103.912199519838
SNE21004N000,JO MARKET,JO MARKET,"505 TAMPINES CENTRAL 1 #01-333,#01-335, S(520505)",505 TAMPINES CENTRAL 1 ,1.3555484823662,103.945616071023
SNE21016E000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"1 PASIR RIS CLOSE #01-339,#01-347, E!HUB@DOWNTOWN EAST S(519599)",1 PASIR RIS CLOSE ,1.3766980678365,103.95514122442
SNE21038P000,Ace Dynamic,ACE DYNAMIC HOLDINGS PTE. LTD.,"151 LORONG CHUAN #01-22, NEW TECH PARK S(556741)",151 LORONG CHUAN ,1.35206196118771,103.860698338514
SNE21044V000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"610 TAMPINES NORTH DRIVE 1 #01-11, S(520610)",610 TAMPINES NORTH DRIVE 1 ,1.36463646143194,103.937173937407
SNE21047N000,Cut Butchery,CAVENDISH SUPPLIES PTE. LTD.,"1 MAJU AVENUE #B1-06, MYVILLAGE AT SERANGOON GARDEN S(556679)",1 MAJU AVENUE ,1.3652806057289,103.865101220515
SNE21057K000,Toko Warisan Halal Frozen,TOKO WARISAN TRADING,"201D TAMPINES STREET 21 #01-1159, S(524201)",201D TAMPINES STREET 21 ,1.35226231425316,103.953586491358
SNW19005L000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"182 WOODLANDS STREET 13 #01-01, MULTI STOREY CAR PARK S(730182)",182 WOODLANDS STREET 13 ,1.43515895067377,103.776023343198
SNW19010X000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"365 SEMBAWANG CRESCENT #01-01, S(750365)",365 SEMBAWANG CRESCENT ,1.44436832551494,103.816263881257
SNW19021L000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"202 MARSILING DRIVE #01-138,#01-150, S(730202)",202 MARSILING DRIVE ,1.44315121142693,103.775164777049
SNW20023C000,ANY MO SUPERMARKET,ANG MO SUPERMARKET PTE LTD,"361 SEMBAWANG CRESCENT #01-10, MULTI STOREY CAR PARK S(750361)",361 SEMBAWANG CRESCENT ,1.44631506781839,103.813936813705
SNW20026V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"6 MANDAI LINK, CMM Marketing Management Pte Ltd S(728652)","6 MANDAI LINK, CMM Marketing Management Pte Ltd S(728652)",1.37346487819206,103.76750951079
SNW20038L000,ANG MO SUPERMARKET,ANG MO SUPERMARKET PTE LTD,"693 WOODLANDS AVENUE 6 #01-01, MULTI STOREY CAR PARK S(730693)",693 WOODLANDS AVENUE 6 ,1.43808788056635,103.803764959272
SNW20050V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"133 CANBERRA VIEW #B1-03,#B1-04, S(750133)",133 CANBERRA VIEW ,1.44349544527985,103.830345369213
SNW20055K000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"1 JELEBU ROAD #01-32, BUKIT PANJANG PLAZA S(677743)",1 JELEBU ROAD ,1.37992045176243,103.764357180314
SNW20062L000,REDMAN BY PHOON HUAT,PHOON HUAT PTE. LTD.,"1 JELEBU ROAD #01-33/34, BUKIT PANJANG PLAZA S(677743)",1 JELEBU ROAD ,1.37992045176243,103.764357180314
SNW20069V000,Meat United,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33669726404395,103.783723416319
SNW20076A000,Neue Mart,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)","19 ENG KONG TERRACE, ENG KONG PARK S(598991)",1.33443419840029,103.767875633382
SNW20086X000,THYME TO MEAT,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)","27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",1.3361924255042,103.768352501927
SNW20106A000,CHENNAI TRADING & SUPERMART,CHENNAI TRADING & SUPERMART PTE. LTD.,"100 SEMBAWANG DRIVE #01-15, COCHRANE RECREATION CENTRE S(756998)",100 SEMBAWANG DRIVE ,1.46092468732297,103.817179770561
SNW20113B000,NAWAS GLOBAL,NAWAS GLOBAL PTE. LTD.,"18A KRANJI WAY #01-03, KRANJI WAY DORMITORY S(739443)",18A KRANJI WAY ,1.43830097418883,103.745481915822
SNW21002E000,PHOON HUAT,PHOON HUAT PTE. LTD.,"51 YISHUN CENTRAL 1 #01-03, YISHUN 10 CINEMA COMPLEX S(768794)",51 YISHUN CENTRAL 1 ,1.42991554202388,103.836473396124
SNW21008P000,Maison Marie,MAISON MARIE PTE. LTD.,"384 UPPER BUKIT TIMAH ROAD, S(678042) (Half Unit 382)","384 UPPER BUKIT TIMAH ROAD, S(678042) (Half Unit 382)",1.37956121236613,103.761188866252
SNW21020B000,KARAIKUDI MINIMART,SRI IDAIYANKALI PTE. LTD.,"180 WOODLANDS INDUSTRIAL PARK E5 #01-03, WOODLANDS AUTO HUB S(757512)",180 WOODLANDS INDUSTRIAL PARK E5 ,1.45200129785274,103.79268387285
SSE19017X000,7mall shop,7MALL.SHOP PTE. LTD.,"447 CHANGI ROAD, S(419875)","447 CHANGI ROAD, S(419875)",1.31915166105681,103.912117831845
SSE20034L000,BNM TRADING,BNM TRADING PTE. LTD.,"269 JOO CHIAT ROAD, S(427523)","269 JOO CHIAT ROAD, S(427523)",1.31451688027923,103.906766655354
SSE20037E000,al forno,AL FORNO (EAST COAST) PTE LTD,"693 EAST COAST ROAD, FRANKEL ESTATE S(459058)","693 EAST COAST ROAD, FRANKEL ESTATE S(459058)",1.31190105580921,103.921875613238
SSE20041N000,Ever+,Sun Rui,"184 EAST COAST ROAD #01-, S(428890)",184 EAST COAST ROAD ,1.30676742950645,103.906559306672
SSE20077L000,GrabMart - Southeast,KITCHEN BY GRABFOOD (SINGAPORE) PTE. LTD.,"160 CHANGI ROAD #01-10, HEXACUBE S(419728)",160 CHANGI ROAD ,1.3167232592555,103.902443640278
SSE20087J000,Our Boss,OURBOSS PTE. LTD.,"28 FERNWOOD TERRACE #01-01, S(458556)",28 FERNWOOD TERRACE ,1.31009285464885,103.924522385402
SSE20099A000,Bowl & Bowl,BOWLICIOUS PTE. LTD.,"3 IRVING ROAD #01-19, TAI SENG CENTRE S(369522)",3 IRVING ROAD ,1.33579982244774,103.886875022095
SSE21003X000,MR FARMER,MR FARMER,"2 JALAN LOKAM #01-47, KENSINGTON SQUARE S(537846)",2 JALAN LOKAM ,1.34560719747232,103.882695128109
SSE21005N000,FAIRPRICE HYPERMART,NTUC FAIRPRICE CO-OPERATIVE LTD,"80 MARINE PARADE ROAD #03-28, PARKWAY PARADE S(449269)",80 MARINE PARADE ROAD ,1.30091736056425,103.90533928065
SSE21015K000,The Alaska Guys,THE ALASKA GUYS PTE. LTD.,"32 SIGLAP DRIVE, FRANKEL ESTATE S(456157) (1st storey)","32 SIGLAP DRIVE, FRANKEL ESTATE S(456157) (1st storey)",1.3174496398503,103.917033326473
SSE21017E000,LITTLE FARMS,LITTLE FARMS PTE. LTD.,"451 JOO CHIAT ROAD #01-01,#01-03, KATONG POINT S(427664)",451 JOO CHIAT ROAD ,1.30691767591799,103.90455456909
SSE21022L000,BLOOPBLOOP MARKET,BLOOPBLOOP MARKET LLP,"26A CHAI CHEE ROAD #01-399, S(461026) PART OF LEFT",26A CHAI CHEE ROAD ,1.32370047880354,103.923497151617
SSE21027B000,JINJI FRESH MART,JINJI FRESH MART PTE. LTD.,"676 GEYLANG ROAD, S(389603) (1ST STOREY)","676 GEYLANG ROAD, S(389603) (1ST STOREY)",1.40191629081901,103.746188263266
SSE21053V000,Baggie's Deli,BAGGIE'S PTE. LTD.,"236 JOO CHIAT ROAD, S(427493) Level 1","236 JOO CHIAT ROAD, S(427493) Level 1",1.311723245498,103.900604772211
SSE21054X000,Aunty's Supermart Trading,AUNTY'S SUPERMART TRADING PTE. LTD.,"58 MARINE TERRACE #01-67, MARINE TERRACE HAVEN S(440058)",58 MARINE TERRACE ,1.30611781253448,103.914026029355
SSW19008P000,S Power Supermart,S POWER GLOBAL PTE. LTD.,"18 SUNGEI KADUT STREET 2 #01-05, SUNGEI KADUT INDUSTRIAL ESTATE S(729236)",18 SUNGEI KADUT STREET 2 ,1.41260803090908,103.747937640796
SSW19009N000,SVS DISTRIBUTION (Level 1),SVS DISTRIBUTION PTE. LTD.,"129 TUAS VIEW SQUARE, WESTLINK TECHPARK S(637741)","129 TUAS VIEW SQUARE, WESTLINK TECHPARK S(637741)",1.30117599336633,103.628177329762
SSW19022V000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"50 JURONG GATEWAY ROAD #2-24,#2-25,#2-26,#3-27, JEM S(608549)",50 JURONG GATEWAY ROAD ,1.33332819303974,103.743359442234
SSW20065P000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"4 BUKIT BATOK STREET 41 #01-91,#01-92, LE QUEST S(657991)",4 BUKIT BATOK STREET 41 ,1.35594171176111,103.741127005764
SSW20070A000,REDMAN BY PHOON HUAT,PHOON HUAT PTE. LTD.,"3 GATEWAY DRIVE #B1-23, WESTGATE S(608532)",3 GATEWAY DRIVE ,1.33415752008876,103.742766489597
SSW20071V000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"1 MARITIME SQUARE #03-23/38, HARBOURFRONT CENTRE S(099253)",1 MARITIME SQUARE ,1.26401293230767,103.82005101011
SSW20073P000,Frozen Bagus,"TANG KER AN, TIMOTHY","352 CLEMENTI AVENUE 2 #01-137, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120352)",352 CLEMENTI AVENUE 2 ,1.31427860227337,103.771350557894
SSW20085J000,the seafood place by chai,CHAI SEAFOOD,"148F PASIR PANJANG ROAD, S(118553)","148F PASIR PANJANG ROAD, S(118553)",1.27660174555781,103.79200943968
SSW20088B000,123 MART,123 MART PTE. LTD.,"354 CLEMENTI AVENUE 2 #01-233, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120354)",354 CLEMENTI AVENUE 2 ,1.31351386405455,103.770861088889
SSW21007E000,HAO MART,HAO MART PTE. LTD.,"4 JALAN MAT JAMBOL #B1-01/11, BIJOU S(119555)",4 JALAN MAT JAMBOL ,1.27685386351985,103.791742171785
SSW21021K000,KARAIKUDI MINIMART,SRI SEVUGA PERUMAL PTE. LTD.,"48 TOH GUAN ROAD EAST #01-98, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33677373268472,103.75436219411
SSW21031E000,GGM MINIMART,GOWRI'S GLOBAL MARKETING PTE. LTD.,"1A TUAS AVENUE 2 #01-03, S(639467)",1A TUAS AVENUE 2 ,1.32160943931496,103.649583557099
SSW21037P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"533 CHOA CHU KANG STREET 51 #01-01, LIMBANG SHOPPING CENTRE S(680533)",533 CHOA CHU KANG STREET 51 ,1.39207387937105,103.743099576162
SW04097K000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"159 BUKIT BATOK STREET 11 #01-178, S(650159)",159 BUKIT BATOK STREET 11 ,1.34857537953675,103.742708636413
SW04158X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"108 DEPOT ROAD #01-01, DEPOT HEIGHTS SHOPPING CENTRE S(100108)",108 DEPOT ROAD ,1.28096680702384,103.810298189643
SW05008N000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"638 JURONG WEST STREET 61 #03-01, PIONEER MALL S(640638)",638 JURONG WEST STREET 61 ,1.34167331883255,103.697244542805
SW05051J000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"720 CLEMENTI WEST STREET 2 #01-144, S(120720)",720 CLEMENTI WEST STREET 2 ,1.30246408847832,103.763750972451
SW06002X000,TOH GUAN MINIMART,TOH GUAN MINI MART PTE. LTD.,"19 TOH GUAN ROAD EAST #01-65, S(608568)",19 TOH GUAN ROAD EAST ,1.33833282914969,103.753535227945
SW06322N000,-,Oh Beng Guan,"395A BUKIT BATOK WEST AVENUE 5 #03-10, MULTI STOREY CAR PARK S(651395)",395A BUKIT BATOK WEST AVENUE 5 ,1.36448974299463,103.751987145985
SW06590A000,FAIRPRICE XTRA,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 HARBOURFRONT WALK #01-23,#B1-23, VIVOCITY S(098585)",1 HARBOURFRONT WALK ,1.26434458658544,103.822476140505
SW06806E000,LOTTE KOREAN MART,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
SW07070J000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34669905221409,103.757276700998
SW07209E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"7 JURONG WEST AVENUE 5, S(649486)","7 JURONG WEST AVENUE 5, S(649486)",1.34878489718303,103.703415655017
SW07331C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"352 CLEMENTI AVENUE 2 #01-91&99, S(120352)",352 CLEMENTI AVENUE 2 ,1.31427860227337,103.771350557894
